"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]"
"25.10.2021 02:00 - 25.10.2021 03:00","86.22"
"25.10.2021 03:00 - 25.10.2021 04:00","84.39"
"25.10.2021 04:00 - 25.10.2021 05:00","88.70"
"25.10.2021 05:00 - 25.10.2021 06:00","111.82"
"25.10.2021 06:00 - 25.10.2021 07:00","205.04"
"25.10.2021 07:00 - 25.10.2021 08:00","215.77"
"25.10.2021 08:00 - 25.10.2021 09:00","242.41"
"25.10.2021 09:00 - 25.10.2021 10:00","219.24"
"25.10.2021 10:00 - 25.10.2021 11:00","176.08"
"25.10.2021 11:00 - 25.10.2021 12:00","151.95"
"25.10.2021 12:00 - 25.10.2021 13:00","153.05"
"25.10.2021 13:00 - 25.10.2021 14:00","169.59"
"25.10.2021 14:00 - 25.10.2021 15:00","174.02"
"25.10.2021 15:00 - 25.10.2021 16:00","200.91"
"25.10.2021 16:00 - 25.10.2021 17:00","216.97"
"25.10.2021 17:00 - 25.10.2021 18:00","235.00"
"25.10.2021 18:00 - 25.10.2021 19:00","255.10"
"25.10.2021 19:00 - 25.10.2021 20:00","262.00"
"25.10.2021 20:00 - 25.10.2021 21:00","214.96"
"25.10.2021 21:00 - 25.10.2021 22:00","198.00"
"25.10.2021 22:00 - 25.10.2021 23:00","182.06"
"25.10.2021 23:00 - 26.10.2021 00:00","158.39"
"26.10.2021 00:00 - 26.10.2021 01:00","115.66"
"26.10.2021 01:00 - 26.10.2021 02:00","135.57"
"26.10.2021 02:00 - 26.10.2021 03:00","124.36"
"26.10.2021 03:00 - 26.10.2021 04:00","114.92"
"26.10.2021 04:00 - 26.10.2021 05:00","122.06"
"26.10.2021 05:00 - 26.10.2021 06:00","155.10"
"26.10.2021 06:00 - 26.10.2021 07:00","214.50"
"26.10.2021 07:00 - 26.10.2021 08:00","235.71"
"26.10.2021 08:00 - 26.10.2021 09:00","245.91"
"26.10.2021 09:00 - 26.10.2021 10:00","235.06"
"26.10.2021 10:00 - 26.10.2021 11:00","219.90"
"26.10.2021 11:00 - 26.10.2021 12:00","212.22"
"26.10.2021 12:00 - 26.10.2021 13:00","197.03"
"26.10.2021 13:00 - 26.10.2021 14:00","185.44"
"26.10.2021 14:00 - 26.10.2021 15:00","165.01"
"26.10.2021 15:00 - 26.10.2021 16:00","177.44"
"26.10.2021 16:00 - 26.10.2021 17:00","190.20"
"26.10.2021 17:00 - 26.10.2021 18:00","223.47"
"26.10.2021 18:00 - 26.10.2021 19:00","243.00"
"26.10.2021 19:00 - 26.10.2021 20:00","223.47"
"26.10.2021 20:00 - 26.10.2021 21:00","197.03"
"26.10.2021 21:00 - 26.10.2021 22:00","138.28"
"26.10.2021 22:00 - 26.10.2021 23:00","116.75"
"26.10.2021 23:00 - 27.10.2021 00:00","84.27"
"27.10.2021 00:00 - 27.10.2021 01:00","91.33"
"27.10.2021 01:00 - 27.10.2021 02:00","85.40"
"27.10.2021 02:00 - 27.10.2021 03:00","69.92"
"27.10.2021 03:00 - 27.10.2021 04:00","66.80"
"27.10.2021 04:00 - 27.10.2021 05:00","85.36"
"27.10.2021 05:00 - 27.10.2021 06:00","93.24"
"27.10.2021 06:00 - 27.10.2021 07:00","124.78"
"27.10.2021 07:00 - 27.10.2021 08:00","197.01"
"27.10.2021 08:00 - 27.10.2021 09:00","220.00"
"27.10.2021 09:00 - 27.10.2021 10:00","200.00"
"27.10.2021 10:00 - 27.10.2021 11:00","180.00"
"27.10.2021 11:00 - 27.10.2021 12:00","141.01"
"27.10.2021 12:00 - 27.10.2021 13:00","119.31"
"27.10.2021 13:00 - 27.10.2021 14:00","100.00"
"27.10.2021 14:00 - 27.10.2021 15:00","100.03"
"27.10.2021 15:00 - 27.10.2021 16:00","126.01"
"27.10.2021 16:00 - 27.10.2021 17:00","148.99"
"27.10.2021 17:00 - 27.10.2021 18:00","207.56"
"27.10.2021 18:00 - 27.10.2021 19:00","235.27"
"27.10.2021 19:00 - 27.10.2021 20:00","228.55"
"27.10.2021 20:00 - 27.10.2021 21:00","198.95"
"27.10.2021 21:00 - 27.10.2021 22:00","162.00"
"27.10.2021 22:00 - 27.10.2021 23:00","148.81"
"27.10.2021 23:00 - 28.10.2021 00:00","121.75"
"28.10.2021 00:00 - 28.10.2021 01:00","133.02"
"28.10.2021 01:00 - 28.10.2021 02:00","125.53"
"28.10.2021 02:00 - 28.10.2021 03:00","118.96"
"28.10.2021 03:00 - 28.10.2021 04:00","122.02"
"28.10.2021 04:00 - 28.10.2021 05:00","131.70"
"28.10.2021 05:00 - 28.10.2021 06:00","141.02"
"28.10.2021 06:00 - 28.10.2021 07:00","180.00"
"28.10.2021 07:00 - 28.10.2021 08:00","225.02"
"28.10.2021 08:00 - 28.10.2021 09:00","250.34"
"28.10.2021 09:00 - 28.10.2021 10:00","203.98"
"28.10.2021 10:00 - 28.10.2021 11:00","171.40"
"28.10.2021 11:00 - 28.10.2021 12:00","142.77"
"28.10.2021 12:00 - 28.10.2021 13:00","128.01"
"28.10.2021 13:00 - 28.10.2021 14:00","112.00"
"28.10.2021 14:00 - 28.10.2021 15:00","113.01"
"28.10.2021 15:00 - 28.10.2021 16:00","140.00"
"28.10.2021 16:00 - 28.10.2021 17:00","173.05"
"28.10.2021 17:00 - 28.10.2021 18:00","198.93"
"28.10.2021 18:00 - 28.10.2021 19:00","220.69"
"28.10.2021 19:00 - 28.10.2021 20:00","198.67"
"28.10.2021 20:00 - 28.10.2021 21:00","151.86"
"28.10.2021 21:00 - 28.10.2021 22:00","100.19"
"28.10.2021 22:00 - 28.10.2021 23:00","103.69"
"28.10.2021 23:00 - 29.10.2021 00:00","99.09"
"29.10.2021 00:00 - 29.10.2021 01:00","94.98"
"29.10.2021 01:00 - 29.10.2021 02:00","83.99"
"29.10.2021 02:00 - 29.10.2021 03:00","78.35"
"29.10.2021 03:00 - 29.10.2021 04:00","69.41"
"29.10.2021 04:00 - 29.10.2021 05:00","75.29"
"29.10.2021 05:00 - 29.10.2021 06:00","89.61"
"29.10.2021 06:00 - 29.10.2021 07:00","132.65"
"29.10.2021 07:00 - 29.10.2021 08:00","174.40"
"29.10.2021 08:00 - 29.10.2021 09:00","199.36"
"29.10.2021 09:00 - 29.10.2021 10:00","148.42"
"29.10.2021 10:00 - 29.10.2021 11:00","106.16"
"29.10.2021 11:00 - 29.10.2021 12:00","97.10"
"29.10.2021 12:00 - 29.10.2021 13:00","91.29"
"29.10.2021 13:00 - 29.10.2021 14:00","85.51"
"29.10.2021 14:00 - 29.10.2021 15:00","90.34"
"29.10.2021 15:00 - 29.10.2021 16:00","101.05"
"29.10.2021 16:00 - 29.10.2021 17:00","137.90"
"29.10.2021 17:00 - 29.10.2021 18:00","187.96"
"29.10.2021 18:00 - 29.10.2021 19:00","170.07"
"29.10.2021 19:00 - 29.10.2021 20:00","152.33"
"29.10.2021 20:00 - 29.10.2021 21:00","106.18"
"29.10.2021 21:00 - 29.10.2021 22:00","88.89"
"29.10.2021 22:00 - 29.10.2021 23:00","84.61"
"29.10.2021 23:00 - 30.10.2021 00:00","65.51"
"30.10.2021 00:00 - 30.10.2021 01:00","75.05"
"30.10.2021 01:00 - 30.10.2021 02:00","72.22"
"30.10.2021 02:00 - 30.10.2021 03:00","75.47"
"30.10.2021 03:00 - 30.10.2021 04:00","70.00"
"30.10.2021 04:00 - 30.10.2021 05:00","67.03"
"30.10.2021 05:00 - 30.10.2021 06:00","69.43"
"30.10.2021 06:00 - 30.10.2021 07:00","81.30"
"30.10.2021 07:00 - 30.10.2021 08:00","92.31"
"30.10.2021 08:00 - 30.10.2021 09:00","117.65"
"30.10.2021 09:00 - 30.10.2021 10:00","116.89"
"30.10.2021 10:00 - 30.10.2021 11:00","109.03"
"30.10.2021 11:00 - 30.10.2021 12:00","101.31"
"30.10.2021 12:00 - 30.10.2021 13:00","81.07"
"30.10.2021 13:00 - 30.10.2021 14:00","78.56"
"30.10.2021 14:00 - 30.10.2021 15:00","71.58"
"30.10.2021 15:00 - 30.10.2021 16:00","71.59"
"30.10.2021 16:00 - 30.10.2021 17:00","80.00"
"30.10.2021 17:00 - 30.10.2021 18:00","86.98"
"30.10.2021 18:00 - 30.10.2021 19:00","114.67"
"30.10.2021 19:00 - 30.10.2021 20:00","107.83"
"30.10.2021 20:00 - 30.10.2021 21:00","88.24"
"30.10.2021 21:00 - 30.10.2021 22:00","67.36"
"30.10.2021 22:00 - 30.10.2021 23:00","66.93"
"30.10.2021 23:00 - 31.10.2021 00:00","57.18"
"31.10.2021 00:00 - 31.10.2021 01:00","56.14"
"31.10.2021 01:00 - 31.10.2021 02:00","60.87"
"31.10.2021 02:00 - 31.10.2021 03:00","69.03"
"31.10.2021 02:00 - 31.10.2021 03:00","64.49"
"31.10.2021 03:00 - 31.10.2021 04:00","57.11"
"31.10.2021 04:00 - 31.10.2021 05:00","58.65"
"31.10.2021 05:00 - 31.10.2021 06:00","56.00"
"31.10.2021 06:00 - 31.10.2021 07:00","54.73"
"31.10.2021 07:00 - 31.10.2021 08:00","60.24"
"31.10.2021 08:00 - 31.10.2021 09:00","61.09"
"31.10.2021 09:00 - 31.10.2021 10:00","71.71"
"31.10.2021 10:00 - 31.10.2021 11:00","64.99"
"31.10.2021 11:00 - 31.10.2021 12:00","64.91"
"31.10.2021 12:00 - 31.10.2021 13:00","61.66"
"31.10.2021 13:00 - 31.10.2021 14:00","56.12"
"31.10.2021 14:00 - 31.10.2021 15:00","56.15"
"31.10.2021 15:00 - 31.10.2021 16:00","63.10"
"31.10.2021 16:00 - 31.10.2021 17:00","69.92"
"31.10.2021 17:00 - 31.10.2021 18:00","79.13"
"31.10.2021 18:00 - 31.10.2021 19:00","74.54"
"31.10.2021 19:00 - 31.10.2021 20:00","60.06"
"31.10.2021 20:00 - 31.10.2021 21:00","52.20"
"31.10.2021 21:00 - 31.10.2021 22:00","52.49"
"31.10.2021 22:00 - 31.10.2021 23:00","58.50"
"31.10.2021 23:00 - 01.11.2021 00:00","52.33"
